Bug ID,Component,Assignee,text,time
5476,Preferences,chuang,Preference radio buttons initialized open preference panel edit preferences go advanced three radio buttons cookie behavior namely accept accept disable default accept however none checked related issue wording accept bad accept cookies get sent back originating server comment pdt assigned matt fixable m comment matt pdt done comment leger pdt updating qa contact paulmac cpratt comment cpratt pdt yup s fixed build nt comment stephen p morse pdt fixed general case yes true specific example cited cookie preferences fixed none radio buttons preferences initialized example startup preference panel appearance radio button show toolbars initially nothing checked similarly mail and news addressing unititialized radio button multiple addresses found offline two uninitialized radio buttons namely startup state going offline another uninitialized one advanced cache finally two problems preference panel dumping report lazy open another one namely navigator languages open new panel panels large get truncated bottom scroll button see mail and news identity example comment matt pdt changing prefs xul prefs working old prefs product xul prefs changed product time review prefs also languages prefs put yet n t proper widget scrollbars feature bug mail people change prefs pane comment leger pdt clearing fixed resolution comment michael la guardia pdt adding bug prefs feature tracking dependency list comment matt pdt browser prefs seems happen offline comment matt pdt since using offline m mvoing comment matt pst offline prefs default mail news ones all js andy js comment sairuh rarely reading bugmail pst spam testing realm reassigning qa contact en masse comment chuang pst mailnews default mailnew js remove checked true xul file reflect default fix checked tonight comment sairuh rarely reading bugmail pst okay part radio buttons prefs initial values except places im privacy composer offline download ll open separate bugs comment leger pst bulk move pref ui component bugs new preferences component pref ui component deleted,1999-04-26 12:06:06 PDT
5487,UI Design,davidm,window title blank pages title tags build id platforms viewing html document title tags results window title entirely blank expected result window title probably change mozilla x window title changes netscape windows netscape mac os comment pdt assigned davidm comment davidm pdt assign comment cpratt pdt another way looking way window titles mozilla whatever appended continuity legacy browsers comment leger pdt updating qa contact comment pdt david fix ready check comment davidm pdt checked fix mozilla navigator pages comment cpratt pdt fixed entirely marking one verified creating new bug remaining teensy problem,1999-04-26 12:18:34 PDT
5489,UI Design,davidm,PP upon opening local file window size wrong build id problematic windows nt sp works expected mac os reproduce launch apprunner select file open open local file local file opens window s opened big bigger window opened default launch m guessing window may also big default x displays expected result window opened size default window apprunner ie size page opened launch app comment pdt assigned davidm comment leger pdt updating qa contact comment pdt part david s window tiling sizing work m comment davidm pdt marking fixed since new window opening file new window menu open size window fancy fit screen remember last size bugs comment rubydoo pdt opens size,1999-04-26 12:19:15 PDT
5514,Preferences,law,FEATURE Connect file picker prefs none browse buttons anything preferences dialog comment chris mcafee pdt sdagley says n t working mac either prefs comment pdt feature work john due m comment mcmullen pdt accepting comment leger pdt updating qa contact paulmac cpratt comment mcmullen pdt moving m comment mcmullen pdt filepicker scriptable one may risk comment mcmullen pdt missed m fault first make file widget scriptable solution nsifilespecwithui design arrived discussion com gestapo tasks necessary complete unfortunately turned back task adding file picker prefs window discovered dismay com gestapo removed nsifilespecwithui replaced thing called nsifilechooser unfortunately access nsifilespec removed th hour discovered despite work scriptable file widget nsifilechooser adds nothing original file widget actually less useful ca n t get even nsfilespec plan cvs remove s point two file widget classes clearly nsifilepicker wins pathetic offering moving m hey thanks com gestapo undoing work boy sort stuff makes enjoy job mmm mmm good comment chris mcafee pdt m giving re assigning comment pdt bill one m comment bill law pdt probably accepting bug comment bill law pdt connected button choose home page navigator pane button choose cache folder advanced cache pane think s em comment cpratt pdt looks ok build nt minor issues ll file bugs marking bug verified comment leger pst bulk moving pref ui bugs new component preferences,1999-04-26 22:31:47 PDT
5555,Build Config,briano,PATCH mozilla client mk checkout target broken need d switch specifying cvsroot command line prevents infinite recursion later overload branch index client mk rcs file cvsroot mozilla client mk v retrieving revision diff u r client mk client mk client mk cvs_root_in_tree shell cat topsrcdir cvs root dev null ifneq cvs_root_in_tree ifneq cvs_root_in_tree cvsroot cvs_flags cvs_root_in_tree cvs_flags d cvs_root_in_tree endif endif cvsco cvs cvs_flags co cvs_co_flags cvsco cvs cvs_flags co cvs_co_flags cvsco_logfile rootdir cvsco log comment steve lamm pdt thanks patch oops forgot d flag ll add cvsco needs recursive expansion client mk checkout mozconfig defs sh find mozconfig sh reads client mk options chicken egg problem avoid infinite loop ll change way branch date flags get added index client mk rcs file cvsroot mozilla client mk v retrieving revision diff r client mk d also c cvs_flags cvs_root_in_tree cvs_flags d cvs_root_in_tree c cvsco cvsco r moz_co_branch cvs_co_flags cvs_co_flags r moz_co_branch c cvsco cvsco d moz_co_date cvs_co_flags cvs_co_flags d moz_co_date comment steve lamm pdt checked patch comment steve lamm pdt case interested handy shell function use switch cvs roots cvsroot_list gila pserver user netscape com gila mozilla org cvsroot mozilla pserver user netscape com cvs mozilla org cvsroot gnome pserver anonymous anoncvs gnome org cvs gnome function cvsroot echo cvsroot_list perl n e chomp root_list split rootname reverse root_list print n ii name shift root_list root shift root_list ii printf d s s n ii name root print nplease select root rootname env cvsroot read _root_num echo _root_cmd echo cvsroot_list perl n e chomp root_num _root_num root_list split print cvsroot env cvsroot root_num eq print cvsroot root_list root_num root_num ne echo _root_cmd eval _root_cmd comment chris yeh pst ttt comment gourav pdt reply comment ttt sdfsdffsdfsfdsdfsdsdsfsfsfdsfsdfsdfsdfsdfsdsfdsdsdsdfsddsdsf,1999-04-27 09:34:02 PDT
5566,Build Config,jj.enser,Mac builds lacks Spiffy New Icon Resources title summary netscape commercial build lacks sfraser s spiffy new icon resources general foo lord fraser informed mac os build netscape mac n t spiffy new icon resources tm weekend thus old icon set n t checked mozilla build thanks comment eli goldberg pdt also applies mozilla build date corrected title thanks comment simon fraser pdt huh mozilla build lack icons something really wrong jj apprunner project using mozilla build m get icons m build comment j j enser pdt see icons mac produces daily build eli might want try rebuild desktop apprunner mcp project use mozilla commerical builds include nsmacbundle rsrc file believe contains new icons comment eli goldberg pdt hmm rebuilt desktop s still using default icons sorry comment j j enser pdt mea culpa verification build n t icons resource file contains bad type creator sfraser checked fix verified next spin show correct bundle icon resources marking fixed note public commercial builds currently identical creator icons changed m comment eli goldberg pdt appears fixed today s build excepting files n t inherit new icons e mailed names simon comment j j enser pdt fixed earlier today comment eli goldberg pdt qa assigning self verification comment eli goldberg pdt verified fixed commercial mac os build sfraser confirms mozilla build okay,1999-04-27 13:04:38 PDT
5609,MailNews: Message Display,alecf,Server names blank folder pane m filing right n t time fix tree closed tonight needs fixed m currently pop servers appear nameless folder folder pane double click get right subfolders need put name pretty name folder pane get right comment alec flett pdt fix ready comment alec flett pdt fix checked comment scurtis pdt assume platform all confirmed fixed _ linux mark verified checking platforms comment alec flett pdt yeah platforms good thing check win well bug related file paths different behavior platform comment scurtis pdt verified _ win,1999-04-28 01:39:41 PDT
5624,UI Design,radha,location control updated page finishes loading build number platform tested windows nt linux s problem go yahoo look location control correctly reads http www yahoo com click link say shopping location control update shopping page finished loading expected result click link point linked page starts loading location control update reflect location page re process loading example follow link another server somewhere location control show current page url long host contacted waiting reply shows change linked page s url host starts sending data client comment peter trudelle pdt widget reassigning comment pdt assigned radha comment radha family leave reading bugmail pdt bug marked duplicate bug comment richard ekle pdt another example problem type something like news location bar hit enter resolve www news com location bar sits says news page finished soon resolves news http www news com change location bar immediately otherwise know going unless watch status messages bottom carefully comment radha family leave reading bugmail pdt bug marked duplicate bug comment paul macquiddy pdt bug marked duplicate bug comment paul macquiddy pdt bug little trivial upping severity would nice see fixed beta bugs blocking comment radha family leave reading bugmail pdt fix checked location bar updated soon successful conneciton made comment phillip pdt apres moi la deluge merci comment cpratt pdt looks great build nt,1999-04-28 12:55:58 PDT
5639,Build Config,leaf,Typo run mozilla sh script closing got typed causing run mozilla sh h fail occurances starting line comment chris mcafee pdt created attachment details diff review typos comment chris mcafee pdt fix hand risk marking m get comment ramiro pdt checked fix thanks comment chris mcafee pdt marking fixed comment chris mcafee pdt qa verify run mozilla sh h prints usage info instead failing shift something like comment sairuh rarely reading bugmail pdt output get run mozilla sh execute h expected comment chris mcafee pdt looks like need verify mozilla h works marking verified run mozilla helper script main script mozilla,1999-04-28 14:30:52 PDT
5666,MailNews: Message Display,jj.enser,PP Need Messenger included Mac release builds need messenger included mac release builds messenger mac m feature believe logging bug track phil recall mentioning release team item tinderbox pls reassign thanks comment phil peterson pdt reassigning cyeh comment chris yeh pdt setting target milestone get radar bugs milestones assigning jj phil needs happen include mac messenger mac contact comment lchiang pdt thought mac messenger part m feature set perhaps late comment leger pdt putting qa blocker radar comment j j enser pdt verification builds including mailnews tomorrow work exclusively added daily build process starting immeditately regular build delivered around ve fighting like hell configuration problems past days re almost tinderbox test page http cvs mirror mozilla org webtools tinderbox showbuilds cgi tree mozillatest shows first time successful cycle speak remains stable overnight move regular tinderbox page let s hope mark one fixed end tomorrow comment phil peterson pdt phil needs happen include mac messenger set flags perl files think jj aware issues mac contact ducarroz hangas comment j j enser pdt fixed todays release build include mail news component build automation updated later today reflect addition comment pmock pdt todays special mac build mail part build download build located ftp sweetlou products client seamonkey macos x ppc current moz mailnews mac sea bin include mail since fix automation would tomorrow qa build verify next build comment pmock pdt verified may build mail part daily build,1999-04-28 17:11:34 PDT
5676,MailNews: Message Display,alecf,regression Move menu n t show folders move menu pane n t currently show folders needs hooked account datasource also needed test bug comment lchiang pdt would m stopper user move messages currently via drag drop right comment lchiang pdt actually move menu worked m would regression fixed m m going set target milestone disagree pls let know thanks comment alec flett pdt s drag n drop product right sounds like test stopper may fixed fix comment leger pdt putting qa blocker radar comment scottputterman pdt created attachment details diff review attempt patch bug fix comment scottputterman pdt m reassigning rods cc ing saari m pretty sure bug widget src windows nswindow cpp findmenu ve attached diff think solution agree come better fix could check m right m sure working currently adepth increased every recursive call means menu found adepth might incorrect s increased previous recursive calls submenus think correct solution incrementing menu found comment rods gone pdt think chris better qualified fixed moment comment saari gone pdt fix looks ok chofmann may check comment chris hofmann pdt lets give go comment saari gone pdt commited comment chris hofmann pdt marking fixed comment fenella pdt linux build win build move menu still show folders re open bug comment lchiang pdt clearing resolution needs fixed m able move messages regression m way test functionality comment scottputterman pdt m pretty sure fix saari checked good reassigning alecf necessary changes mailshell xul comment alec flett pdt checked fix part comment esther pdt using win build win fixed waiting linux mac verify comment fenella pdt linux build move menu message move message shows folders move functionality work also checked esther linux box result mine comment lchiang pdt s m going three platforms show names folders move menu item ll mark bug verified move functionality n t work ll either open new bugs update existing move bugs comment fenella pdt findings build close apprunner run apprunner open messenger message shows made copy folder original copy moved comment scottputterman pdt problem delete part move copy header part move taking place actual copying message happening s geturi returning mailbox_message host inbox instead mailbox_message host inbox linux unless total qa stopper works windows still test move message probably wo n t get fixed m since code rewritten m change m temporary ll let alec expand comment lchiang pdt getting frustrating found release builds dated morning m builds m branch builds esther others comments earlier today m builds release builds dated evening m builds bug move menu n t show folders still occurs m win move menu show folders linux problem bottom line m builds win move message work since folders displayed n t going fixed release note comment lchiang pdt http bugzilla mozilla org show_bug cgi id tracking problem copy vs move let s leave bug track move menu items original description states comment fenella pdt linux build m result m ie move meun shows folders move functionality copies move close apprunner reopen see copy occurs comment alec flett pdt say release note m like scott said amount temporary work fix really worth missed builds yesterday windows fix think post builds fix fix windows work linux copy move release note ll let qa verify case newer builds course comment lchiang pdt release note m win going mark bug verified think exception m win builds m builds m builds folders displayed menus actual move functionality bugs covered separately comment esther pdt using build m m directory win move works note win moves like copy like linux mac update bug functionality working win,1999-04-28 19:15:03 PDT
5199,General,radha,Stop button odd blinking cursor m running m fullcircle got releases ftp site windows k mb ram video card hit stop button page loading n t finish loading page ca n t click links well also n t able click link therefore stop loading current page move onto one clicked kinda reminds mosaic blinking cursor appeared time trying use stop button upper left hand corner screen permanently matter app m using comment shuang gone pdt ui design bug coding bug reassign teeam comment pdt assigned radha m comment pdt re probably gon na able fix correctly nekko lands moving m comment radha family leave reading bugmail pdt qa verify latest builds lotsa things changed since m comment claudius gayle pdt actually works really well m going mark verified fixed comment claudius gayle pdt verified fixed builds comment leger pst moving ue ui bugs new component user interface design feedback ue ui component deleted,1999-04-29 09:55:21 PDT
5107,Installer,samir_bugzilla,feature installer n t retain build dates use installer sets last modified date files time installed need show date files built keep tracking builds better done x comment sean su pdt might problem sdinst dll ll check comment cathleen pdt set target milestone m b move install wizard component comment sean su pdt bug smartdownload s uncompression routine prepending sd summary field comment sean su pdt bug smartdownload s uncompression routine prepending sd summary field comment sean su pdt setting target milestone m beta possible longer smartdownload issue wizard decompresses xpi files m investigating see part seamonkey code implemented talking dan might fall nsfilespec category comment daniel veditz dveditz ooo jan pdt bug netscape confidential libjar currently extraction using nsfilespec arguments everyone also counter arguments screws standalone use one thing anyway libjar time info stored comment daniel veditz dveditz ooo jan pdt feature guess s something s unimplemented d hardly call feature comment sean su pdt bug netscape confidential belonged smartdownload m unsetting comment cathleen pdt setting target milestone m per today s meeting would nice beta required comment terry weissman pdt bug stomped rudiklm indosat net id undoing damage comment sean su pst m reassigning sgehani per previous conversation comment samir gehani pst bug marked duplicate bug comment samir gehani pst fixes checked comment samir gehani pst needs verified separately platforms changing platform os fields reflect comment jimmy lee pst adding cc comment grace bush pdt checked three platforms files retaining build dates win mac linux,1999-04-29 10:34:49 PDT
5108,Installer,ssu0262,feature Selecting JRE still installs base zip attempted thru custom install feature new installer install jre however although deselected netscape seamonkey still downloaded installed downloaded installed selected namely jre comment paul macquiddy pdt using installer located ftp sweetlou products client seamonkey windows bit x m comment sean su pdt fixed look today s build comment paul macquiddy pdt m still seeing base zip still downloaded installed jre selected reproduce download install exe launch installer select base install next screen deselecte seamonkey select jre start install results base zip jre downloaded installed expected results jre downloaded installed re opening comment leger pdt clearing fixed resolution please set milestone comment cathleen pdt set target milestone m b move install wizard component comment sean su pdt setting target milestone m comment sean su pdt setting target milestone m comment sean su pdt fixed new build automation leaf working test build ftp sweetlou products client seamonkey windows bit x m ins taller comment grace bush pdt used build noted installer directory used build selected jre download base zip get downloaded comment leger pst updating component install wizard installer,1999-04-29 10:36:22 PDT
5710,General,law,file open allows opening files pages although spec refers file open menu item implementation menu item lost functionality compared legacy netscape browsers previous versions communicator selecting file open page gave option entering url clicking another button open file instead mind probably need revisit spec fix good thing file open type path file url works german thoughts comment shuang gone pdt assign german re evaluate later comment german pdt options discussed news news mozilla org f f e db netscape com currently implementing favored option c there one open menu item leading dialog dialog editfield accepts url select file button next browse button opens getfile dialog selecting file translated url file gets put edit field much like see urlfield location bar today the user choice browse edit radio buttons implementing since currently disitinct editor application after selecting local file url gets opened new window a go url item go menu always re use current window re assigning bill law since s implementing comment german pdt bug marked duplicate bug comment german pdt bug marked duplicate bug comment bill law pdt ve pretty much implemented today s build notes mislabelled select file button choose file ll fix today select file return selected edit field opens selected file directly mostly due expediency code put file picker also opened file rather returning selected file open new window checkbox defaults unchecked please advise incorrect ve got two bugs asking opposite thing dialog n t close automatically due crasher bug user must close manually using close box d like close one issue new bugs problems current implementation comment cpratt pdt open new window sounds good perhaps could make state implied preference ie user checks remains checked subsequent uses would seem provided best worlds anyone used legacy behavior files urls opened window could keep using way yet anyone would like always open files urls new window could checking box german comment cpratt pdt looks fine works files urls problems current behavior covered bugs comment leger pst moving ue ui bugs new component user interface design feedback ue ui component deleted,1999-04-29 12:07:10 PDT
5708,UI Design,law,file open file selection control modal build id windows nt select file open get file selection control however still able switch back spawning window something like load new page file selection control modal able anything spawning window comment pdt dan modality stuff works re assign back bill comment peter trudelle pdt mass migration minor danm bugs m m comment peter trudelle pst mass moving m bugs m comment dan pst put one safekeeping wanted go bill first place hey bill sorry surprise one code looks one fifty people wrote nsfilespecwithuiimpl never made file selection window modal comment dan pst bug marked duplicate bug comment pst file open also modal linux comment paul macquiddy pst setting correct qa contact comment bill law pst fix checked comment sairuh rarely reading bugmail pst works tested using comm bits linux winnt macos,1999-04-29 13:03:38 PDT
5686,Build Config,jdunn,Build AIX failed little c error make output says aix cc xlc ccc xlc make entering directory work michael mozilla widget src gtk xlc o nsgtkutils o c duse_autoconf dmozilla_client dstdc_headers dhave_st_blksize dhave_st_rdev dhave_tzname dhave_dirent_h dhave_sys_wait_h dtime_with_sys_time dhave_fcntl_h dhave_limits_h dhave_malloc_h dhave_paths_h dhave_strings_h dhave_sys_file_h dhave_sys_ioctl_h dhave_sys_time_h dhave_sys_statvfs_h dhave_sys_statfs_h dhave_sys_vfs_h dhave_libc_r dhave_libm dhave_libdl dhave_libc dhave_libnsl dhave_libl dhave_alloca dhave_unistd_h dhave_getpagesize dretsigtype void dhave_strcoll dhave_strftime dhave_utime_null dhave_vprintf dhave_ftime dhave_getcwd dhave_gethostname dhave_getwd dhave_mkdir dhave_mktime dhave_putenv dhave_rmdir dhave_select dhave_socket dhave_strcspn dhave_strdup dhave_strerror dhave_strspn dhave_strstr dhave_strtol dhave_strtoul dhave_uname dhave_qsort dhave_snprintf dhave_waitid dhave_remainder dhave_lchown dhave_statvfs dhave_localtime_r dhave_gettimeofday dgettimeofday_two_args dneeds_bool dmoz_brprof dmoz_user_dir mozilla dmoz_dll_suffix so dmodular_netlib dstandalone_image_lib dxp_unix dunix_embed dx_plugins dunix_ldap dunix_async_dns djs_threadsafe dlayers dnetscape dngeditor g dpic brtl qflag w w ddebug undebug ddebug_michael dtracing dostype aix dsinglesignon dcookiemanagement dclientwallet d_impl_ns_widget i dist include i dist include i include i dist public jpeg i dist public png i dist public zlib i xpwidgets i gtk i i usr local lib glib include i usr local include nsgtkutils cpp nsgtkutils cpp line int converted gtkrcflags nsgtkutils cpp line int converted gtkrcflags nsgtkutils cpp line int converted gtkrcflags nsgtkutils cpp line int converted gtkrcflags make nsgtkutils o error make target libs remade errors make leaving directory work michael mozilla widget src gtk make libs error make leaving directory work michael mozilla widget src make libs error make leaving directory work michael mozilla widget make libs error comment brian ostrom pdt ramiro says plans rewrite code avoid enum int incompatibilities breaks several platforms well warns linux reassigning ramiro comment ramiro pdt reassign jdunn netscape com jim take one thanks comment jim dunn pdt already fixed checked version nsgtkutils cpp,1999-04-29 14:32:34 PDT
5737,UI Design,law,Hard identify page finished loading need document done hard identify page finished loading document done string need asap network well local time performance testing local page load barber pole also string appear page loaded layout completed comment pdt assigned law m comment leger pdt putting blocker list qa really need performance testing told clear milestone could double check assigned law comment leger pdt updating qa contact comment bill law pdt broken switched status text plain text titledbutton occurred time introduced box es ve fixed code minor tweak navigator js says document done document finishes loading n t understand comment barber pole local page loads worksforme guess comment rubydoo pdt bindu please verify one thanks comment rubydoo pdt re reading initially thought something automation document done associated time present marking verified,1999-04-29 17:24:12 PDT
5739,UI Design,davidm,browser window title changes often identifier browser window changes mozilla netscape sometimes nothing often need decide identifier breaks automation script name different comment pdt mean identifier n t understand bug mean window title comment bsharma pdt yes mean window title comment leger pdt would like sitck one identifier netscape mozilla affects automated tests breaks title changes fix asap m m comment pdt david hard fix mean separate netscape commercial build mozilla build comment davidm pdt n t aware prepending brand name yet easy fix decide right solution happening fetch string using xp_getstring replacement function one thing note bunch potential window names laying around widget s name xul document name content name sure ones match comment bsharma pdt hi leger bsharma bugzilla acct spoke cyeh please go mozilla identifiers branded elements said deal netscape brand later go wiht mozilla stick asap thanks comment chris hofmann pdt quite ready m comment leger pdt per david matiskella mccusker likely temporary fix m suggested ll use mozilla identifiers branded elements matt fisher completes separation mozilla commercial builds m comment davidm pdt fixed understand bug comment bsharma pdt verified builds,1999-04-29 17:40:23 PDT
5743,UI Design,law,time stamp page load needed time stamp apprunner needed part dos shell output starts start loading url stops page loaded similar kind timimg exist viewer helpful write time performance script perl comment pdt time stamp application started url loaded specific please comment bsharma pdt want time start soon type url location field hit enter key time stop soon url done loading comment leger pdt blocking linux performance testing qap linux comment pdt assigned law m bill essentially bug comment bill law pdt changed document done status msg add n nnn secs n nnn elapsed time seconds also dumped console log comment leger pdt thanks marking verified comment leger pdt bug marked duplicate bug,1999-04-29 17:41:52 PDT
5793,MailNews: Message Display,bugzilla,Close compose window send results crash close compose window send results crash talkback tracking id d n xxj d n sui release build directory dated windows nt start apprunner tasks messenger new message address message enter subject click send message sent compose window still open due another bug compose window n t close send close compose window crash occurs go try linux mac results shortly find results say whether occurs platforms comment lchiang pdt set target milestone m anyone see also prefs js file used one pop account took factors one account comment jean francois ducarroz pdt mac today fresh build comment lchiang pdt changing platform since occurs mac win far try linux next comment scottputterman pdt stack get nscaret getviewforrendering nspoint x y nsiview x line bytes nscaret drawcaret line nscaret caretblinkcallback nsitimer x d d void x a f line timerimpl fire unsigned long line bytes timerimpl processtimeouts unsigned long line firetimeout hwnd__ x unsigned int unsigned int unsigned long line bytes user e c nsappshellservice run nsappshellservice const x line main int char x fe line bytes maincrtstartup line bytes crashes theview getposition x view pointing destroyed vtable looks like timer needs killed view goes away m cc ing sfraser since looks like might owner file nscaret cpp ideas simon comment simon fraser pdt almost certainly dup bug turn caused bug leak fix checkins last night things changed caret freed properly pres shell freed caret take care guys leaks cause pres shell leaked see crash note new problems showed closing editor window leak fixes bug re working comment jean francois ducarroz pdt reproduce problem without sending message might something send code test right know rebuilding project machines comment scottputterman pdt crash opening compose window closing compose window n t need send message comment lchiang pdt see bug sfraser references appears editor problem thing sfraser says perhaps guys check may guys leaks cause pres shell leaked see crash thought comment pmock pdt april powerpc build crash opening compose window closing compose window n t need send message comment simon fraser pdt temporary fix editor close window crash follows index nstexteditor cpp rcs file cvsroot mozilla editor base nstexteditor cpp v retrieving revision diff r nstexteditor cpp c c a hack mtypeinstate member variable still able express nsidomselectionlistener interface addref prevents anyone calling delete typeinstate bad mtypeinstate addref try comment scottputterman pdt assuming applied patch correctly still crashes stack comment simon fraser pdt sounds like leaking pres shell try breakpoint pres shell desctuctor n t hit closing window life still suck comment scottputterman pdt lack raptor knowledge shows s pres shell comment simon fraser pdt layout html base src nspresshell cpp comment scottputterman pdt hit nspresshell destructor never hit nstexteditor destructor comment simon fraser pdt worked putterman one appears pres shell containing blinking caret never freed pres shell per window still crashes fixing would seem require review ownership issues throughout mail news code may blocked comment scottputterman pdt asked jean francois look since m familiar code appear two webshell s getting created compose window guess one window one host ender anyway one getting destroyed s one caret s causing problem comment chris hofmann pdt moving m comment lchiang pdt n t make mail user friendly leaving compose windows around since closing causes crash would good fixed m since behavior regression win s m build chofmann guess ship m soon thus ve made m bug ll update release note bug comment item comment chris hofmann pdt ducarroz n t quick fixes right working mac startup crash comment lchiang pdt looks like bug fixed recently ender team may fixed putterman ducarroz verified recent debug build win mac comment esther pdt using released build win fixed stacey states s fixed linux build waiting mac verified comment esther pdt peter verified netscape mozilla mac builds appears fixed fixed resolve fixed verified per lchiang comment lchiang pdt since bug actually fixed m m m correcting target milestone comment jean francois ducarroz pdt clear status,1999-04-30 13:34:32 PDT
5813,UI Design,don,RFE XUL files loaded separate window anymore project seamonkey program apprunner exe buildid platform win nt need new command line syntax apprunner load xul files separate window loaded inside standard navigator xul executed command line apprunner resource res foldername filename xul example command window run apprunner resource res samples skindemo xul result apprunner loads skin demo inside navigator xul requested feature need command option skin demo loaded separately window comment mcmullen pdt cc ing akkana conversation agreed command line content files content files chrome files special syntax chrome apprunner chrome chrome url content url content url initial page loaded comment pdt assigning mcmullen etting milestone m comment mcmullen pdt accepting bug comment dan mosedale dmose checking bugmail jan th pdt bulk reassigning mcmullen netscape com bugs netscape com comment gerardok pdt fixed command line flag chrome allows open arbitrary urls chrome apprunner comment gerardok pdt verified build,1999-04-30 17:34:15 PDT
5807,MailNews: Address Book & Contacts,bugzilla,PP Address Book UI hooked build ppc april installed ppc running mac os problem messenger blank window appears try bring address book note april win build address book window appears ok steps reproduce problem launch apprunner open messenger try bring address book window menu blank windows appears comment scottputterman pdt reassigning chuang way candice paul working address book comment pmock pdt may mac build m address book comes select task address book open close window jeff ducarroz said checked fix believe resolved fix comment jean francois ducarroz pdt reassign bug set tm m comment jean francois ducarroz pdt address book added mac build bug fixed comment pmock pdt verified may mac build m,1999-04-30 17:56:47 PDT
5770,Build Config,briano,Patch Mozilla builds FreeBSD gcc patch enables mozilla build freebsd stable using version gcc g come system problem two libraries libxpt libmozdbm contain c code linked shared libraries using g shared linked binaries also contain c code e g primitivetest s dependency libc necessary libgcc c symbols never pulled since nothing uses get link failure looks like gcc o primitivetest primitivetest o wall pipe pthread g l dist b l dist lib l dist bin lxpt ll lutil lm usr lib libstdc so undefined reference __unwind_function usr lib libstdc so undefined reference __find_first_exception_table_ma tch usr lib libstdc so undefined reference __builtin_vec_new usr lib libstdc so undefined reference __register_exceptions usr lib libstdc so undefined reference __builtin_vec_delete usr lib libstdc so undefined reference __builtin_delete usr lib libstdc so undefined reference __builtin_new patch modifies makefiles two problematic libraries re linked gcc instead cc gcc ve followed current practice configured autoconf added new autoconf variable mkcshlib complement mkshlib problem might occur additional libraries enable tests n t tested patch fixing additional libraries matter defining lib_is_c_only makefiles ve tested make sure egcs build unaffected everything seems fine comment jonathan lennox pdt created attachment details diff review patch add mkcshlib options build comment brian ostrom pdt need study platform specific portion configure in numerous mkshlib overrides may may require equivalent mkcshlib overrides well big deal ca n t monitoring builds weekend ll wait comment brian ostrom pdt checked fix slightly platform friendly form thanks help,1999-04-30 18:19:19 PDT
5824,MailNews: Message Display,sspitzer,Demo message news www mozilla org currently demo message news mcom com s wo n t work well outside world comment reading please use seth sspitzer org instead pdt fix one line fix mailshell xul comment reading please use seth sspitzer org instead pdt fixed checked esther ve also remove s sent email view sort communicator addressbook comment lchiang pdt verified items seth mentions linux _ _ _ build switch system win verify windows seth changes also mac comment reading please use seth sspitzer org instead pdt changes cross platform comment lchiang pdt verified win _ _ _ build news implemented mac yet also current mac builds problem mail application freezing wait news implemented mac marking bug verified comment lchiang pdt demo menu gone anyway,1999-04-30 19:40:39 PDT
5839,MailNews: Message Display,sspitzer,rooting threadPane mailbox Inbox causes problems Windows steve clark s post n p m mail news m looking editor related mail problems used able run mail crash whenever run mail stack set prefs js file nsdebug assertion line bytes mork_assertion_signal line bytes morkenv newerror line bytes morkstdiofile openstdio line morkstdiofile morkstdiofile line morkstdiofile createnewstdiofile line bytes morkfile createnewfile line bytes morkstore createstorefile line bytes orkinfactory createnewfilestore line bytes nsmsgdatabase openmdb line bytes nsmaildatabase open line bytes nsmsglocalmailfolder getdatabase line bytes nsmsglocalmailfolder getmessages line bytes nsmsgfolderdatasource getfolderarclabelsout line bytes nsmsgfolderdatasource arclabelsout line bytes compositearcsinoutenumeratorimpl getenumerator line bytes compositeenumeratorimpl hasmoreelements line bytes rdfgenericbuilderimpl createcontents line bytes xuldocumentimpl createcontents line bytes rdfelementimpl ensurecontentsgenerated line bytes rdfelementimpl childcount line bytes nscssframeconstructor tableprocesschildren line nscssframeconstructor constructtablegroupframeonly line nscssframeconstructor constructtablegroupframe line bytes nscssframeconstructor constructtableframe line bytes nscssframeconstructor constructxulframe line bytes nscssframeconstructor constructframe line bytes nscssframeconstructor processchildren line bytes nscssframeconstructor constructdocelementframe line nscssframeconstructor contentinserted line stylesetimpl contentinserted line presshell initialreflow line xuldocumentimpl startlayout line xuldocumentimpl endload line xulcontentsinkimpl didbuildmodel line ve got simple fix threadpane xul eventually ll want change threadpane xul root first folder first account something like comment reading please use seth sspitzer org instead pdt asking checkin permission comment reading please use seth sspitzer org instead pdt s fix tested windows linux index threadpane xul rcs file cvsroot mozilla mailnews ui messenger resources threadpane xul v retrieving revision diff r threadpane xul c treebody id mailbox inbox name threadtreebody treeitem open true treebody id name threadtreebody treeitem open false comment reading please use seth sspitzer org instead pdt fix comment ppandit pdt based code checking threadpane xul talking seth verified par,1999-05-01 08:53:54 PDT
